Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"SANTOS CASTRO, MARCOS", 19373,,,,,11-5,11-6,11-6,,,3-0,1 - 0
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"CALDERONI FRANCES, ADRIANO", 18683,,,,,7-11,6-11,11-13,,,0-3,1 - 1
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"MANEIRO CURRÁS, GUILLERMO", 10016,"RAÑA GUERRA, ELOY", 8391,,,,,6-11,11-13,6-11,,,0-3,1 - 2
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"CALDERONI FRANCES, ADRIANO", 18683,,,,,2-11,7-11,11-6,11-7,11-7,3-2,2 - 2
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"MANEIRO CURRÁS, GUILLERMO", 10016,"SANTOS CASTRO, MARCOS", 19373,,,,,12-10,11-3,11-13,11-4,,3-1,3 - 2
singles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"RAÑA GUERRA, ELOY", 8391,,,,,11-8,5-11,4-11,9-11,,1-3,3 - 3
doubles,1,20243535,CONXO TENIS DE MESA,1463,ARTEAL TENIS DE MESA,,,,,"MANEIRO CURRÁS, GUILLERMO",10016,"MARTÍNEZ RUIZ, MATEO",39441,8-11,7-11,4-11,,,0-3,3 - 4
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"SAAVEDRA RUBINOS, LORENZO", 33881,"MARTÍNEZ RUIZ, MATEO", 39441,,,,,6-11,5-11,11-8,9-11,,1-3,0 - 1
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"MENDOZA HUERTAS, JOSE SANTIAGO", 40108,"MANEIRO CURRÁS, GUILLERMO", 10016,,,,,15-13,12-10,11-7,,,3-0,1 - 1
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"SAAVEDRA RUBINOS, PEDRO", 31816,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,,,,,11-6,11-7,11-9,,,3-0,2 - 1
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"SAAVEDRA RUBINOS, LORENZO", 33881,"MANEIRO CURRÁS, GUILLERMO", 10016,,,,,8-11,7-11,4-11,,,0-3,2 - 2
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"SAAVEDRA RUBINOS, PEDRO", 31816,"MARTÍNEZ RUIZ, MATEO", 39441,,,,,9-11,12-10,12-10,11-1,,3-1,3 - 2
singles,2,1463,ARTEAL TENIS DE MESA,20243534,CARRASCO Y GARCÍA CLÍNICA DENTAL,"MENDOZA HUERTAS, JOSE SANTIAGO", 40108,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,,,,,9-11,11-6,11-6,11-9,,3-1,4 - 2
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"CANCELA TORRES, FABIAN", 27272,,,,,4-11,11-5,2-11,9-11,,1-3,0 - 1
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"ALVAREZ GARCIA, RAUL", 16933,,,,,9-11,7-11,8-11,,,0-3,0 - 2
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"MANEIRO CURRÁS, GUILLERMO", 10016,"ACUÑA VAZQUEZ, IVAN", 29344,,,,,11-4,11-6,11-4,,,3-0,1 - 2
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"ALVAREZ GARCIA, RAUL", 16933,,,,,9-11,9-11,11-7,12-10,11-5,3-2,2 - 2
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"MANEIRO CURRÁS, GUILLERMO", 10016,"CANCELA TORRES, FABIAN", 27272,,,,,11-7,11-4,11-9,,,3-0,3 - 2
singles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"ACUÑA VAZQUEZ, IVAN", 29344,,,,,11-13,4-11,11-3,7-11,,1-3,3 - 3
doubles,3,20181034,MONTE PORREIRO CONFITERIA CAPRI,1463,ARTEAL TENIS DE MESA,,,,,"MARTÍNEZ RUIZ, MATEO",39441,"GONZÁLEZ  CAAMAÑO, VENANCIO",15920,6-11,8-11,13-11,10-12,,1-3,3 - 4
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"MULLER CASALDARNOS, BRIAN", 27434,,,,,11-5,11-8,11-7,,,3-0,1 - 0
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"REGUEIRO MARTINEZ, ANTONIO ANGEL", 5669,,,,,11-9,11-7,11-6,,,3-0,2 - 0
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"MARTINEZ DIAZ, RODRIGO", 6165,"VIDAL DAPORTA, JORGE JUAN", 731,,,,,11-6,11-8,7-11,11-5,,3-1,3 - 0
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"MARTÍNEZ RUIZ, MATEO", 39441,"REGUEIRO MARTINEZ, ANTONIO ANGEL", 5669,,,,,9-11,11-7,13-11,11-5,,3-1,4 - 0
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"MARTINEZ DIAZ, RODRIGO", 6165,"MULLER CASALDARNOS, BRIAN", 27434,,,,,11-5,11-2,11-8,,,3-0,5 - 0
singles,4,1463,ARTEAL TENIS DE MESA,2018798,CAMBADOS TENIS DE MESA,"GONZÁLEZ  CAAMAÑO, VENANCIO", 15920,"VIDAL DAPORTA, JORGE JUAN", 731,,,,,11-6,11-6,11-8,,,3-0,6 - 0
