Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"CHAMORRO GARCIA, MIGUEL", 10175,"ALONSO TAJUELO, MANUEL", 7439,,,,,11-13,11-3,11-4,11-7,,3-1,1 - 0
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"HERRERO CERCADILLO, HUGO", 21784,"SALCEDO POLO, DARIO", 28138,,,,,11-6,8-11,2-11,12-10,9-11,2-3,1 - 1
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"GONZALEZ PEREZ, EDUARDO", 7097,"DE LAURENTIS ZALDIVAR, GUILLERMO", 21973,,,,,12-10,11-9,11-9,,,3-0,2 - 1
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"CHAMORRO GARCIA, MIGUEL", 10175,"SALCEDO POLO, DARIO", 28138,,,,,6-11,11-5,3-11,9-11,,1-3,2 - 2
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"GONZALEZ PEREZ, EDUARDO", 7097,"ALONSO TAJUELO, MANUEL", 7439,,,,,6-11,13-11,8-11,11-6,11-6,3-2,3 - 2
singles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,"HERRERO CERCADILLO, HUGO", 21784,"DE LAURENTIS ZALDIVAR, GUILLERMO", 21973,,,,,10-12,6-11,11-5,11-6,8-11,2-3,3 - 3
doubles,1,183,C.D. TENIS DE MESA RIVAS,10770,ONE VISION PARLA,,,,,"GONZALEZ PEREZ, EDUARDO",7097,"CHAMORRO GARCIA, MIGUEL",10175,11-4,11-9,6-11,11-13,11-4,3-2,4 - 3
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"CHAMORRO GARCIA, MIGUEL", 10175,"ZABALLOS GALAN, MIGUEL", 23393,,,,,11-9,16-14,11-4,,,3-0,1 - 0
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"HERRERO CERCADILLO, HUGO", 21784,"MURIEL URIBE, JULIAN DAVID", 33728,,,,,11-8,11-9,9-11,6-11,11-4,3-2,2 - 0
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"GONZALEZ PEREZ, EDUARDO", 7097,"GOMEZ SANDONIS, DANIEL", 10198,,,,,11-6,9-11,11-8,11-7,,3-1,3 - 0
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"CHAMORRO GARCIA, MIGUEL", 10175,"MURIEL URIBE, JULIAN DAVID", 33728,,,,,11-2,11-9,11-7,,,3-0,4 - 0
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"GONZALEZ PEREZ, EDUARDO", 7097,"ZABALLOS GALAN, MIGUEL", 23393,,,,,11-7,7-11,11-6,12-14,11-7,3-2,5 - 0
singles,2,10770,ONE VISION PARLA,20191284,BOADILLA  T.M. CEIP TERESA BERGANZA,"HERRERO CERCADILLO, HUGO", 21784,"GOMEZ SANDONIS, DANIEL", 10198,,,,,8-11,11-9,10-12,11-6,7-11,2-3,5 - 1
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"GIMENO ORNA, ALVARO", 30540,"HERRERO CERCADILLO, HUGO", 21784,,,,,9-11,11-9,8-11,10-12,,1-3,0 - 1
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"ALBORNOZ PADILLA, FABIAN EDUARDO", 34944,"GONZALEZ PEREZ, EDUARDO", 7097,,,,,11-4,14-12,6-11,12-10,,3-1,1 - 1
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"MANCHA MINGUEZ, HODEI", 21752,"CALLE GARCÍA, MARIO", 20599,,,,,11-5,11-8,11-8,,,3-0,2 - 1
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"GIMENO ORNA, ALVARO", 30540,"GONZALEZ PEREZ, EDUARDO", 7097,,,,,10-12,10-12,3-11,,,0-3,2 - 2
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"MANCHA MINGUEZ, HODEI", 21752,"HERRERO CERCADILLO, HUGO", 21784,,,,,3-11,11-9,11-6,11-6,,3-1,3 - 2
singles,3,204,SCHOOL ZARAGOZA GLOBAL SPEDITION,10770,ONE VISION PARLA,"ALBORNOZ PADILLA, FABIAN EDUARDO", 34944,"CALLE GARCÍA, MARIO", 20599,,,,,11-4,11-8,12-10,,,3-0,4 - 2
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"CALLE GARCÍA, MARIO", 20599,"BORRA BADÍA, JORGE", 21261,,,,,9-11,13-11,8-11,11-9,13-11,3-2,1 - 0
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"HERRERO CERCADILLO, HUGO", 21784,"TOLEDO ARANEDA, MARCELO EDUARDO", 7935,,,,,6-11,11-9,5-11,15-13,6-11,2-3,1 - 1
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"GONZALEZ PEREZ, EDUARDO", 7097,"VIVO SANCHEZ, ALEJANDRO", 23487,,,,,9-11,11-7,11-9,10-12,11-6,3-2,2 - 1
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"CALLE GARCÍA, MARIO", 20599,"TOLEDO ARANEDA, MARCELO EDUARDO", 7935,,,,,11-13,10-12,9-11,,,0-3,2 - 2
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"GONZALEZ PEREZ, EDUARDO", 7097,"BORRA BADÍA, JORGE", 21261,,,,,11-8,11-2,10-12,16-14,,3-1,3 - 2
singles,3,178,CENTRO NATACIÓN HELIOS,10770,ONE VISION PARLA,"HERRERO CERCADILLO, HUGO", 21784,"VIVO SANCHEZ, ALEJANDRO", 23487,,,,,6-11,12-10,11-3,12-10,,3-1,4 - 2
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"CHAMORRO GARCIA, MIGUEL", 10175,"FERREIRA QUEIROZ, ALEXANDRE", 44315,,,,,6-11,12-10,6-11,13-15,,1-3,0 - 1
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"GONZALEZ PEREZ, EDUARDO", 7097,"GONZALEZ MIGUEZ, MARTIN", 9188,,,,,6-11,11-5,13-15,11-9,11-7,3-2,1 - 1
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"HERRERO CERCADILLO, HUGO", 21784,"OTERO COSTAS, RAFAEL", 3901,,,,,11-7,11-5,11-5,,,3-0,2 - 1
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"CHAMORRO GARCIA, MIGUEL", 10175,"GONZALEZ MIGUEZ, MARTIN", 9188,,,,,8-11,13-11,11-3,11-5,,3-1,3 - 1
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"HERRERO CERCADILLO, HUGO", 21784,"FERREIRA QUEIROZ, ALEXANDRE", 44315,,,,,4-11,8-11,11-4,10-12,,1-3,3 - 2
singles,4,10770,ONE VISION PARLA,934,GONDOMAR TM / ROSQUILLAS CRISTALEIRO,"GONZALEZ PEREZ, EDUARDO", 7097,"OTERO COSTAS, RAFAEL", 3901,,,,,11-8,11-5,11-6,,,3-0,4 - 2
