Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,LORENZO RAGNI, 39619,HÉCTOR  PUERTA BOTELLA, 21077,,,,,11-6,11-7,11-2,,,3-0,1 - 0
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,ERIC CINTAS ORTEGA, 25660,FABIAN EDUARDO ALBORNOZ PADILLA, 34944,,,,,7-11,8-11,11-9,11-9,9-11,2-3,1 - 1
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,DANIEL GONZALEZ CANO, 25785,ALEJANDRO GARCIA MENA, 3994,,,,,11-8,7-11,11-5,11-7,,3-1,2 - 1
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,LORENZO RAGNI, 39619,FABIAN EDUARDO ALBORNOZ PADILLA, 34944,,,,,13-11,6-11,12-10,11-8,,3-1,3 - 1
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,DANIEL GONZALEZ CANO, 25785,HÉCTOR  PUERTA BOTELLA, 21077,,,,,11-3,11-4,11-3,,,3-0,4 - 1
singles,2,188,CLUB PALMA TENNIS TAULA,40,CETT ESPARREGUERA,ERIC CINTAS ORTEGA, 25660,ALEJANDRO GARCIA MENA, 3994,,,,,11-9,12-14,11-9,8-11,11-13,2-3,4 - 2
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,DAVID GONZALEZ TERUEL, 2262,FABIAN EDUARDO ALBORNOZ PADILLA, 34944,,,,,8-11,5-11,7-11,,,0-3,0 - 1
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,PAU LLORET RIGAT, 16795,ALEJANDRO GARCIA MENA, 3994,,,,,11-6,11-3,11-5,,,3-0,1 - 1
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,PERE NAVARRO GALVEZ, 2562,HÉCTOR  PUERTA BOTELLA, 21077,,,,,11-8,11-13,13-11,11-5,,3-1,2 - 1
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,DAVID GONZALEZ TERUEL, 2262,ALEJANDRO GARCIA MENA, 3994,,,,,11-9,11-8,11-9,,,3-0,3 - 1
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,PERE NAVARRO GALVEZ, 2562,FABIAN EDUARDO ALBORNOZ PADILLA, 34944,,,,,6-11,11-6,12-14,11-8,6-11,2-3,3 - 2
singles,3,1072,SOSMATIC BADALONA,188,CLUB PALMA TENNIS TAULA,PAU LLORET RIGAT, 16795,HÉCTOR  PUERTA BOTELLA, 21077,,,,,11-6,11-9,11-9,,,3-0,4 - 2
singles,3,150,TERMOTUR CALELLA,188,CLUB PALMA TENNIS TAULA,FABIAN EDUARDO ALBORNOZ PADILLA, 34944,SERGI GRAU HARO, 16367,,,,,6-11,12-10,8-11,11-8,11-8,3-2,1 - 0
singles,3,150,TERMOTUR CALELLA,188,CLUB PALMA TENNIS TAULA,ALEJANDRO GARCIA MENA, 3994,AITOR PUIG POZUELO, 2244,,,,,11-7,10-12,11-4,8-11,11-8,3-2,2 - 0
