Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"FERREIRA  DE CARVALHO, DIOGO MIGUEL", 17121 ,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,,,,,11-4,11-8,11-4,,,3-0,1 - 0
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"CANTERO JUNCAL, JESUS", 2302 ,"BERZOSA CASAS, DANIEL", 17323 ,,,,,4-11,2-11,11-3,4-11,,1-3,1 - 1
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"CHEN , DIOGO JIAHONG", 39327 ,"PROVOST , DAMIEN ROLAND", 27561 ,,,,,8-11,6-11,11-7,3-11,,1-3,1 - 2
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"FERREIRA  DE CARVALHO, DIOGO MIGUEL", 17121 ,"BERZOSA CASAS, DANIEL", 17323 ,,,,,11-4,9-11,11-6,11-7,,3-1,2 - 2
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"CHEN , DIOGO JIAHONG", 39327 ,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,,,,,11-8,10-12,12-10,11-6,,3-1,3 - 2
singles,1,24,REAL CAJASUR PRIEGO TM,385,UNIVERSIDAD DE BURGOS - TPF,"CANTERO JUNCAL, JESUS", 2302 ,"PROVOST , DAMIEN ROLAND", 27561 ,,,,,5-11,7-11,12-10,4-11,,1-3,3 - 3
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"BERZOSA CASAS, DANIEL", 17323 ,"PONS SANUY, ARNAU", 17694 ,,,,,11-9,11-9,11-9,,,3-0,1 - 0
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,"ZHMUDENKO , YAROSLAV", 27181 ,,,,,9-11,5-11,11-9,4-11,,1-3,1 - 1
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"PROVOST , DAMIEN ROLAND", 27561 ,"MARTINS DA SILVA, DIOGO MIGUEL", 40963 ,,,,,11-6,9-11,11-7,11-8,,3-1,2 - 1
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"BERZOSA CASAS, DANIEL", 17323 ,"ZHMUDENKO , YAROSLAV", 27181 ,,,,,5-11,13-15,11-8,8-11,,1-3,2 - 2
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"PROVOST , DAMIEN ROLAND", 27561 ,"PONS SANUY, ARNAU", 17694 ,,,,,11-6,11-7,10-12,11-3,,3-1,3 - 2
singles,2,385,UNIVERSIDAD DE BURGOS - TPF,811,C.T.T. OLOT - GABINET PERMAR,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,"MARTINS DA SILVA, DIOGO MIGUEL", 40963 ,,,,,17-19,11-7,11-8,9-11,11-9,3-2,4 - 2
singles,3,193,HORTITEC ALZIRA TT,385,UNIVERSIDAD DE BURGOS - TPF,"GUILLOT RUIZ, JOSE CARLOS", 21851 ,"BERZOSA CASAS, DANIEL", 17323 ,,,,,5-11,8-11,11-6,5-11,,1-3,0 - 1
singles,3,193,HORTITEC ALZIRA TT,385,UNIVERSIDAD DE BURGOS - TPF,"JAN MICHAL, ZANDECKI", 41896 ,"MCBEATH , DAVID GORDON JAMES", 41715 ,,,,,4-11,8-11,10-12,,,0-3,0 - 2
singles,3,193,HORTITEC ALZIRA TT,385,UNIVERSIDAD DE BURGOS - TPF,"FRIIS , CARL MIKAEL MARTIN", 41900 ,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,,,,,9-11,8-11,10-12,,,0-3,0 - 3
singles,3,193,HORTITEC ALZIRA TT,385,UNIVERSIDAD DE BURGOS - TPF,"GUILLOT RUIZ, JOSE CARLOS", 21851 ,"MCBEATH , DAVID GORDON JAMES", 41715 ,,,,,11-5,6-11,12-10,6-11,13-11,3-2,1 - 3
singles,3,193,HORTITEC ALZIRA TT,385,UNIVERSIDAD DE BURGOS - TPF,"FRIIS , CARL MIKAEL MARTIN", 41900 ,"BERZOSA CASAS, DANIEL", 17323 ,,,,,6-11,6-11,11-5,9-11,,1-3,1 - 4
singles,4,385,UNIVERSIDAD DE BURGOS - TPF,39,IRUN LEKA ENEA,"ELSAYED ELBEIALY, MOHAMED AHMED", 34126 ,"PROVOST , DAMIEN ROLAND", 27561 ,,,,,9-11,10-12,11-1,9-11,,1-3,0 - 1
singles,4,385,UNIVERSIDAD DE BURGOS - TPF,39,IRUN LEKA ENEA,"KRASTEV , PETYO IVELINOV", 41838 ,"BERZOSA CASAS, DANIEL", 17323 ,,,,,11-8,7-11,8-11,11-9,11-8,3-2,1 - 1
singles,4,385,UNIVERSIDAD DE BURGOS - TPF,39,IRUN LEKA ENEA,"GUERRICABEITIA ECHEVERRIA, JON ANDER", 36533 ,"PANTOJA ANDRADE, MIGUEL ANGEL", 18012 ,,,,,5-11,7-11,8-11,,,0-3,1 - 2
