Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,73,ALICANTE TM,1034,VISIT PONTEVEDRA,"LEE , SEUNGHWAN", 41730 ,"VILCHEZ IGLESIAS, MIGUEL ANGEL", 4833 ,,,,,7-11,10-12,7-11,,,0-3,0 - 1
singles,1,73,ALICANTE TM,1034,VISIT PONTEVEDRA,"LILLO BORDAJANDI, DIEGO", 18376 ,"COELHO DA SILVA , ANDRE FILIPE", 22020 ,,,,,4-11,8-11,9-11,,,0-3,0 - 2
singles,1,73,ALICANTE TM,1034,VISIT PONTEVEDRA,"MIRO LLORENTE, MARC", 18421 ,"BENTANCOR FERNANDEZ, MARTIN SEBASTIAN", 32709 ,,,,,4-11,4-11,6-11,,,0-3,0 - 3
singles,1,73,ALICANTE TM,1034,VISIT PONTEVEDRA,"LEE , SEUNGHWAN", 41730 ,"COELHO DA SILVA , ANDRE FILIPE", 22020 ,,,,,6-11,11-8,11-4,9-11,14-16,2-3,0 - 4
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"DURAN GIRALT, MARC", 2856 ,"COELHO DA SILVA , ANDRE FILIPE", 22020 ,,,,,11-6,11-6,11-7,,,3-0,1 - 0
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"JIMéNEZ BENíTEZ, JAIR", 39800 ,"VILCHEZ IGLESIAS, MIGUEL ANGEL", 4833 ,,,,,11-8,4-11,3-11,3-11,,1-3,1 - 1
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"JEVTOVIC , MARKO", 38401 ,"BENTANCOR FERNANDEZ, MARTIN SEBASTIAN", 32709 ,,,,,14-12,13-11,11-6,,,3-0,2 - 1
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"DURAN GIRALT, MARC", 2856 ,"VILCHEZ IGLESIAS, MIGUEL ANGEL", 4833 ,,,,,11-6,5-11,6-11,11-9,10-12,2-3,2 - 2
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"JEVTOVIC , MARKO", 38401 ,"COELHO DA SILVA , ANDRE FILIPE", 22020 ,,,,,6-11,13-15,7-11,,,0-3,2 - 3
singles,2,767,ENoLI LES BORGES VALL,1034,VISIT PONTEVEDRA,"JIMéNEZ BENíTEZ, JAIR", 39800 ,"BENTANCOR FERNANDEZ, MARTIN SEBASTIAN", 32709 ,,,,,6-11,5-11,7-11,,,0-3,2 - 4
singles,3,1034,VISIT PONTEVEDRA,56,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,"SANCHEZ TERRONES, JUAN PEDRO", 18622 ,"BENTANCOR FERNANDEZ, MARTIN SEBASTIAN", 32709 ,,,,,11-13,8-11,9-11,,,0-3,0 - 1
singles,3,1034,VISIT PONTEVEDRA,56,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,"CUESTA MARTINEZ, EDUARDO", 2642 ,"COELHO DA SILVA , ANDRE FILIPE", 22020 ,,,,,4-11,4-11,14-16,,,0-3,0 - 2
singles,3,1034,VISIT PONTEVEDRA,56,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,"BAILON CERRADILLO, DANIEL", 18487 ,"VILCHEZ IGLESIAS, MIGUEL ANGEL", 4833 ,,,,,2-11,6-11,3-11,,,0-3,0 - 3
