Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,767,ASISA BORGES VALL,23,C.E.R. L ESCALA,ELSAYED AHMED LASHIN, 34226 ,NORBERT TAULER ALSINA, 18284 ,,,,,11-13,11-6,8-11,11-8,11-5,3-2,1 - 0
singles,1,767,ASISA BORGES VALL,23,C.E.R. L ESCALA,JOAN MASIP NAVARRO, 9787 ,IKER GONZALEZ H. HERNANDEZ, 16808 ,,,,,3-11,10-12,10-12,,,0-3,1 - 1
singles,1,767,ASISA BORGES VALL,23,C.E.R. L ESCALA,MARC DURAN GIRALT, 2856 ,SERGI GRAU HARO, 16367 ,,,,,11-9,11-8,12-10,,,3-0,2 - 1
singles,1,767,ASISA BORGES VALL,23,C.E.R. L ESCALA,ELSAYED AHMED LASHIN, 34226 ,IKER GONZALEZ H. HERNANDEZ, 16808 ,,,,,9-11,11-3,11-7,9-11,11-3,3-2,3 - 1
singles,1,767,ASISA BORGES VALL,23,C.E.R. L ESCALA,MARC DURAN GIRALT, 2856 ,NORBERT TAULER ALSINA, 18284 ,,,,,11-7,11-8,11-8,,,3-0,4 - 1
singles,2,1034,VISIT PONTEVEDRA,23,C.E.R. L ESCALA,HORACIO CIFUENTES AVALOS, 29423 ,MAXIM CHAPLYGIN, 33850 ,,,,,11-5,11-9,11-8,,,3-0,1 - 0
singles,2,1034,VISIT PONTEVEDRA,23,C.E.R. L ESCALA,MARTIN SEBASTIAN BENTANCOR FERNANDEZ, 32709 ,IKER GONZALEZ H. HERNANDEZ, 16808 ,,,,,10-12,8-11,11-8,8-11,,1-3,1 - 1
singles,2,1034,VISIT PONTEVEDRA,23,C.E.R. L ESCALA,NICOLAS DANIEL GALVANO, 22257 ,SERGI GRAU HARO, 16367 ,,,,,12-10,7-11,11-2,10-12,11-8,3-2,2 - 1
singles,2,1034,VISIT PONTEVEDRA,23,C.E.R. L ESCALA,HORACIO CIFUENTES AVALOS, 29423 ,IKER GONZALEZ H. HERNANDEZ, 16808 ,,,,,5-11,11-9,11-3,11-4,,3-1,3 - 1
singles,2,1034,VISIT PONTEVEDRA,23,C.E.R. L ESCALA,NICOLAS DANIEL GALVANO, 22257 ,MAXIM CHAPLYGIN, 33850 ,,,,,10-12,11-6,11-4,11-6,,3-1,4 - 1
singles,3,23,C.E.R. L ESCALA,24,REAL CAJASUR PRIEGO TM,CHIH-WEI YEH, 33851 ,DIOGO MIGUEL FERREIRA  DE CARVALHO, 17121 ,,,,,8-11,6-11,11-7,11-13,,1-3,0 - 1
singles,3,23,C.E.R. L ESCALA,24,REAL CAJASUR PRIEGO TM,NORBERT TAULER ALSINA, 18284 ,DANIEL KOSIBA, 31387 ,,,,,11-6,9-11,11-7,5-11,8-11,2-3,0 - 2
singles,3,23,C.E.R. L ESCALA,24,REAL CAJASUR PRIEGO TM,IKER GONZALEZ H. HERNANDEZ, 16808 ,CARLOS DAVID MACHADO SOBRADOS, 2054 ,,,,,10-12,6-11,5-11,,,0-3,0 - 3
singles,3,23,C.E.R. L ESCALA,24,REAL CAJASUR PRIEGO TM,CHIH-WEI YEH, 33851 ,DANIEL KOSIBA, 31387 ,,,,,14-12,7-11,12-10,5-11,10-12,2-3,0 - 4
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,CHIH-WEI YEH, 33851 ,HUMBERTO MANHANI JUNIOR, 31328 ,,,,,11-8,12-10,10-12,11-4,,3-1,1 - 0
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,NORBERT TAULER ALSINA, 18284 ,JOSÉ ÉNIO MENDES  DA ENCARNÇAO, 18618 ,,,,,11-3,11-9,4-11,3-11,7-11,2-3,1 - 1
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,IKER GONZALEZ H. HERNANDEZ, 16808 ,MOISES ALVAREZ GARCIA, 3954 ,,,,,5-11,11-2,10-12,9-11,,1-3,1 - 2
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,CHIH-WEI YEH, 33851 ,JOSÉ ÉNIO MENDES  DA ENCARNÇAO, 18618 ,,,,,11-5,11-7,11-8,,,3-0,2 - 2
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,IKER GONZALEZ H. HERNANDEZ, 16808 ,HUMBERTO MANHANI JUNIOR, 31328 ,,,,,9-11,11-9,4-11,11-13,,1-3,2 - 3
singles,4,21,ARTEAL TM,23,C.E.R. L ESCALA,NORBERT TAULER ALSINA, 18284 ,MOISES ALVAREZ GARCIA, 3954 ,,,,,6-11,11-9,10-12,9-11,,1-3,2 - 4
singles,5,23,C.E.R. L ESCALA,1348,SAN SEBASTIAN DE LOS REYES,ALEKSEI ZHUKOV, 34039 ,CHIH-WEI YEH, 33851 ,,,,,6-11,11-9,8-11,9-11,,1-3,0 - 1
singles,5,23,C.E.R. L ESCALA,1348,SAN SEBASTIAN DE LOS REYES,RAFAEL CASARES CASTELLANO, 9582 ,SERGI GRAU HARO, 16367 ,,,,,11-8,6-11,12-14,12-10,11-6,3-2,1 - 1
singles,5,23,C.E.R. L ESCALA,1348,SAN SEBASTIAN DE LOS REYES,VLADISLAV URSU, 34041 ,MAXIM CHAPLYGIN, 33850 ,,,,,8-11,7-11,10-12,,,0-3,1 - 2
singles,5,23,C.E.R. L ESCALA,1348,SAN SEBASTIAN DE LOS REYES,ALEKSEI ZHUKOV, 34039 ,SERGI GRAU HARO, 16367 ,,,,,10-12,8-11,11-9,9-11,,1-3,1 - 3
singles,5,23,C.E.R. L ESCALA,1348,SAN SEBASTIAN DE LOS REYES,VLADISLAV URSU, 34041 ,CHIH-WEI YEH, 33851 ,,,,,11-7,11-7,8-11,4-11,8-11,2-3,1 - 4
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,JORGE AUSIN BRIONGOS, 3775 ,CHIH-WEI YEH, 33851 ,,,,,9-11,12-14,5-11,,,0-3,0 - 1
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,KAROL HASEK ., 6511 ,SERGI GRAU HARO, 16367 ,,,,,6-11,12-10,11-5,11-8,,3-1,1 - 1
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,ALEXANDRU CRISTIAN CAZACU, 29645 ,MAXIM CHAPLYGIN, 33850 ,,,,,11-7,11-1,11-9,,,3-0,2 - 1
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,JORGE AUSIN BRIONGOS, 3775 ,SERGI GRAU HARO, 16367 ,,,,,11-7,11-7,11-3,,,3-0,3 - 1
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,ALEXANDRU CRISTIAN CAZACU, 29645 ,CHIH-WEI YEH, 33851 ,,,,,9-11,10-12,4-11,,,0-3,3 - 2
singles,6,385,UNIVERSIDAD DE BURGOS - TPF,23,C.E.R. L ESCALA,KAROL HASEK ., 6511 ,MAXIM CHAPLYGIN, 33850 ,,,,,12-10,5-11,7-11,8-11,,1-3,3 - 3
singles,7,23,C.E.R. L ESCALA,226,A.D.T.M. LEGANES,CHIH-WEI YEH, 33851 ,LIBRE SANCHO MARTINEZ, 3578 ,,,,,11-4,11-6,11-6,,,3-0,1 - 0
singles,7,23,C.E.R. L ESCALA,226,A.D.T.M. LEGANES,IKER GONZALEZ H. HERNANDEZ, 16808 ,RAMIL MUTYGULLIN, 34209 ,,,,,5-11,11-8,5-11,8-11,,1-3,1 - 1
