Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,XAVIER PERAL PARENT, 3969,ALYAS ALYASSI AHMED MOHAMED JASIM, 33838,,,,,11-13,12-14,9-11,,,0-3,0 - 1
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,YORDI JASON RAMOS GANDERILLA, 6908,ADRIA POMMIER SALA, 16384,,,,,11-5,11-6,11-8,,,3-0,1 - 1
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,ARNAU PONS SANUY, 17694,MARC CAYMEL ROMERO, 3792,,,,,8-11,12-14,3-11,,,0-3,1 - 2
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,XAVIER PERAL PARENT, 3969,ADRIA POMMIER SALA, 16384,,,,,11-5,11-6,7-11,11-8,,3-1,2 - 2
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,ARNAU PONS SANUY, 17694,ALYAS ALYASSI AHMED MOHAMED JASIM, 33838,,,,,11-7,8-11,12-10,10-12,7-11,2-3,2 - 3
singles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,YORDI JASON RAMOS GANDERILLA, 6908,MARC CAYMEL ROMERO, 3792,,,,,11-7,11-9,8-11,12-10,,3-1,3 - 3
doubles,1,811,C.T.T. OLOT - GABINET PERMAR,153,QUADIS CENTRE NATACIO MATARO,,,,,XAVIER PERAL PARENT,3969,ARNAU PONS SANUY,17694,5-11,11-6,11-13,11-8,7-11,2-3,3 - 4
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,AITOR MICHELENA VICENTE, 2628,ARNAU ROCA SALA, 19550,,,,,12-10,11-7,11-4,,,3-0,1 - 0
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,IKER MARTINEZ CATALAN, 20734,ALYAS ALYASSI AHMED MOHAMED JASIM, 33838,,,,,11-7,11-7,6-11,7-11,11-7,3-2,2 - 0
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,WEI DONG SHI ., 1704,MARC CAYMEL ROMERO, 3792,,,,,11-1,11-6,11-4,,,3-0,3 - 0
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,AITOR MICHELENA VICENTE, 2628,ALYAS ALYASSI AHMED MOHAMED JASIM, 33838,,,,,10-12,11-8,6-11,7-11,,1-3,3 - 1
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,WEI DONG SHI ., 1704,ARNAU ROCA SALA, 19550,,,,,11-4,11-3,11-4,,,3-0,4 - 1
singles,2,811,C.T.T. OLOT - GABINET PERMAR,16100,ATLETICO SAN SEBASTIAN,IKER MARTINEZ CATALAN, 20734,MARC CAYMEL ROMERO, 3792,,,,,14-12,11-13,12-10,15-13,,3-1,5 - 1
singles,3,305,CLUB TENNIS TAULA BORGES,811,C.T.T. OLOT - GABINET PERMAR,MARC CAYMEL ROMERO, 3792,JOEL RUBIO CORTADA, 25698,,,,,12-10,11-4,11-7,,,3-0,1 - 0
