Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,SARA MARTINEZ SANCHEZ, 20085,CATALINA MIRANDA ZAMORANO HERNANDEZ, 15277,,,,,14-12,4-11,7-11,5-11,,1-3,0 - 1
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,MAIALEN GARCIA PRIETO, 22472,NAGORE LATORRE LOPEZ, 29508,,,,,11-3,11-5,10-12,12-10,,3-1,1 - 1
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,MAITANE ZUAZUA ARISTIZABAL, 30165,NOELIA FELIPE LOPEZ, 22426,,,,,6-11,6-11,8-11,,,0-3,1 - 2
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,SARA MARTINEZ SANCHEZ, 20085,NAGORE LATORRE LOPEZ, 29508,,,,,11-7,10-12,12-10,7-11,11-8,3-2,2 - 2
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,MAITANE ZUAZUA ARISTIZABAL, 30165,CATALINA MIRANDA ZAMORANO HERNANDEZ, 15277,,,,,11-9,15-13,4-11,11-8,,3-1,3 - 2
singles,1,2017554,LEKA ENEA CHEMA T.M. GEWO,20201711,RODAMIENTOS ARIZTI GASTEIZ TM,MAIALEN GARCIA PRIETO, 22472,NOELIA FELIPE LOPEZ, 22426,,,,,11-5,11-6,11-9,,,3-0,4 - 2
singles,3,887,PUBLIMAX CAI SANTIAGO PROM.,2017554,LEKA ENEA CHEMA T.M. GEWO,SARA MARTINEZ SANCHEZ, 20085,DIANA NOHA ARANGAY AMIN, 18037,,,,,11-7,11-7,11-7,,,3-0,1 - 0
singles,3,887,PUBLIMAX CAI SANTIAGO PROM.,2017554,LEKA ENEA CHEMA T.M. GEWO,IRATI OTAMENDI MAIZ, 30029,ALEJANDRA GIMENO SERRANO, 3868,,,,,11-9,11-6,4-11,7-11,4-11,2-3,1 - 1
singles,3,887,PUBLIMAX CAI SANTIAGO PROM.,2017554,LEKA ENEA CHEMA T.M. GEWO,MAITANE ZUAZUA ARISTIZABAL, 30165,MARIA VALLESPI CALVO, 10124,,,,,11-7,11-7,12-10,,,3-0,2 - 1
singles,3,887,PUBLIMAX CAI SANTIAGO PROM.,2017554,LEKA ENEA CHEMA T.M. GEWO,SARA MARTINEZ SANCHEZ, 20085,ALEJANDRA GIMENO SERRANO, 3868,,,,,11-7,11-9,11-0,,,3-0,3 - 1
singles,3,887,PUBLIMAX CAI SANTIAGO PROM.,2017554,LEKA ENEA CHEMA T.M. GEWO,MAITANE ZUAZUA ARISTIZABAL, 30165,DIANA NOHA ARANGAY AMIN, 18037,,,,,7-11,11-7,11-8,11-7,,3-1,4 - 1
