Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 2 Name,Player 2 License,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,MATÍAS MILLERA CHARRO, 15746,XABIER LEGARRA ACERO, 2527,,,,,5-11,3-11,9-11,,,0-3,0 - 1
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,DAVID ESPARZA LANGARICA, 8797,JUAN OLAZABAL MONTERO, 21756,,,,,6-11,11-8,9-11,12-10,11-13,2-3,0 - 2
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,ANDER SAN MARTÍN SOLANO, 16186,JULEN LEGARRA ACERO, 2784,,,,,11-9,6-11,7-11,12-10,9-11,2-3,0 - 3
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,MATÍAS MILLERA CHARRO, 15746,JUAN OLAZABAL MONTERO, 21756,,,,,9-11,9-11,9-11,,,0-3,0 - 4
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,ANDER SAN MARTÍN SOLANO, 16186,XABIER LEGARRA ACERO, 2527,,,,,9-11,11-8,11-5,12-10,,3-1,1 - 4
singles,1,141,OBERENA,2018807,MARPEX BERAUN ERRENTERIA TM,DAVID ESPARZA LANGARICA, 8797,JULEN LEGARRA ACERO, 2784,,,,,2-11,7-11,5-11,,,0-3,1 - 5
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,AIMAR INSAUSTI ECHALUCE, 21747,XABIER LEGARRA ACERO, 2527,,,,,5-11,5-11,5-11,,,0-3,0 - 1
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,JOSE ANTONIO EIZMENDI ARTEAGA, 18227,JUAN OLAZABAL MONTERO, 21756,,,,,8-11,9-11,12-14,,,0-3,0 - 2
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,ANTONIO VARELA IZQUIERDO, 1764,JULEN LEGARRA ACERO, 2784,,,,,3-11,9-11,9-11,,,0-3,0 - 3
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,AIMAR INSAUSTI ECHALUCE, 21747,JUAN OLAZABAL MONTERO, 21756,,,,,13-11,4-11,11-6,7-11,7-11,2-3,0 - 4
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,XABIER IGLESIAS BUCETA, 22685,XABIER LEGARRA ACERO, 2527,,,,,6-11,13-15,2-11,,,0-3,0 - 5
singles,2,16018,ATLETICO SAN SEBASTIAN,2018807,MARPEX BERAUN ERRENTERIA TM,XABIER DIEZ GELBENZU, 18836,JULEN LEGARRA ACERO, 2784,,,,,1-11,2-11,8-11,,,0-3,0 - 6
singles,3,830,IRUN LEKA ENEA SECURHABITAT,2018807,MARPEX BERAUN ERRENTERIA TM,HODEI MANCHA MINGUEZ, 21752,JULEN LEGARRA ACERO, 2784,,,,,11-4,11-2,11-6,,,3-0,1 - 0
singles,3,830,IRUN LEKA ENEA SECURHABITAT,2018807,MARPEX BERAUN ERRENTERIA TM,VICTOR MANUEL SANTAMARTA GARCIA, 1300,JUAN OLAZABAL MONTERO, 21756,,,,,12-10,13-15,9-11,9-11,,1-3,1 - 1
singles,3,830,IRUN LEKA ENEA SECURHABITAT,2018807,MARPEX BERAUN ERRENTERIA TM,IKER GARCIA PRIETO, 19913,XABIER LEGARRA ACERO, 2527,,,,,11-13,11-9,4-11,11-3,9-11,2-3,1 - 2
